timestamp,ch1_bias,ch1_derivedPk,ch1_direct,ch1_directRMS,ch1_velocityPk,ch1_velocityRMS,ch2_bias,ch2_derivedPk,ch2_direct,ch2_directRMS,ch2_velocityPk,ch2_velocityRMS,status,volts
2/17/2025 12:50,-11.982,0.034,0.065,0.024,0.1,0.063,-12.023,0.045,0.076,0.032,0.151,0.104,imbalance,50
2/17/2025 12:50,-11.982,0.031,0.056,0.022,0.097,0.064,-12.023,0.045,0.091,0.032,0.158,0.105,imbalance,50
2/17/2025 12:50,-11.982,0.033,0.06,0.023,0.097,0.064,-12.023,0.049,0.078,0.035,0.149,0.104,imbalance,50
2/17/2025 12:50,-11.982,0.033,0.057,0.023,0.101,0.064,-12.023,0.045,0.073,0.032,0.158,0.103,imbalance,50
2/17/2025 12:50,-11.982,0.031,0.055,0.022,0.097,0.063,-12.023,0.047,0.076,0.033,0.152,0.105,imbalance,50
2/17/2025 12:50,-11.982,0.031,0.06,0.022,0.1,0.064,-12.023,0.049,0.068,0.034,0.158,0.105,imbalance,50
2/17/2025 12:50,-11.982,0.032,0.055,0.023,0.1,0.064,-12.023,0.045,0.077,0.032,0.157,0.104,imbalance,50
2/17/2025 12:50,-11.982,0.034,0.062,0.024,0.097,0.063,-12.023,0.048,0.07,0.034,0.151,0.103,imbalance,50
2/17/2025 12:50,-11.982,0.031,0.062,0.022,0.097,0.064,-12.023,0.045,0.077,0.032,0.158,0.105,imbalance,50
2/17/2025 12:50,-11.982,0.033,0.055,0.024,0.1,0.063,-12.024,0.046,0.071,0.033,0.153,0.105,imbalance,50
2/17/2025 12:50,-11.982,0.031,0.064,0.022,0.1,0.064,-12.024,0.048,0.081,0.034,0.159,0.104,imbalance,50
2/17/2025 12:50,-11.982,0.031,0.055,0.022,0.097,0.064,-12.023,0.045,0.078,0.032,0.152,0.103,imbalance,50
2/17/2025 12:50,-11.982,0.034,0.058,0.024,0.1,0.063,-12.023,0.047,0.07,0.033,0.149,0.105,imbalance,50
2/17/2025 12:50,-11.982,0.033,0.066,0.023,0.096,0.064,-12.023,0.047,0.071,0.033,0.157,0.106,imbalance,50
2/17/2025 12:50,-11.982,0.031,0.054,0.022,0.095,0.064,-12.023,0.045,0.085,0.032,0.159,0.104,imbalance,50
2/17/2025 12:50,-11.982,0.033,0.065,0.024,0.099,0.063,-12.023,0.047,0.071,0.033,0.147,0.103,imbalance,50
2/17/2025 12:50,-11.982,0.03,0.061,0.021,0.097,0.065,-12.023,0.044,0.083,0.031,0.152,0.105,imbalance,50
2/17/2025 12:50,-11.982,0.032,0.053,0.023,0.1,0.065,-12.023,0.047,0.08,0.033,0.158,0.105,imbalance,50
2/17/2025 12:51,-11.982,0.03,0.055,0.022,0.096,0.064,-12.023,0.045,0.071,0.032,0.16,0.104,imbalance,50
2/17/2025 12:51,-11.982,0.032,0.061,0.023,0.1,0.063,-12.023,0.048,0.077,0.034,0.153,0.104,imbalance,50
